Case_ID;Event;Type;Order;Is_Chord;Timestamp
55;C5;quarter note;185;True;2020-01-20T00:01:48.458329
55;Pause;quarter note;186;False;2020-01-20T00:01:48.958329
55;E4;quarter note;187;True;2020-01-20T00:01:49.458329
55;A4;quarter note;187;True;2020-01-20T00:01:49.458329
56;C4;quarter note;188;True;2020-01-20T00:01:49.958329
56;G4;quarter note;188;True;2020-01-20T00:01:49.958329
56;Pause;dotted half note;189;False;2020-01-20T00:01:51.458329
57;G#4;quarter note;190;True;2020-01-20T00:01:51.958329
57;C5;quarter note;190;True;2020-01-20T00:01:51.958329
57;G#4;quarter note;191;True;2020-01-20T00:01:52.458329
57;C5;quarter note;191;True;2020-01-20T00:01:52.458329
57;Pause;quarter note;192;False;2020-01-20T00:01:52.958329
57;G#4;quarter note;193;True;2020-01-20T00:01:53.458329
57;C5;quarter note;193;True;2020-01-20T00:01:53.458329
58;Pause;quarter note;194;False;2020-01-20T00:01:53.958329
58;G#4;quarter note;195;True;2020-01-20T00:01:54.458329
58;C5;quarter note;195;True;2020-01-20T00:01:54.458329
58;A#4;quarter note;196;True;2020-01-20T00:01:54.958329
58;D5;quarter note;196;True;2020-01-20T00:01:54.958329
58;G4;quarter note;197;True;2020-01-20T00:01:55.458329
58;E5;quarter note;197;True;2020-01-20T00:01:55.458329
59;Pause;whole note;198;False;2020-01-20T00:01:57.458329
60;Pause;whole note;199;False;2020-01-20T00:01:59.458329
61;G#4;quarter note;200;True;2020-01-20T00:01:59.958329
61;C5;quarter note;200;True;2020-01-20T00:01:59.958329
61;G#4;quarter note;201;True;2020-01-20T00:02:00.458329
61;C5;quarter note;201;True;2020-01-20T00:02:00.458329
61;Pause;quarter note;202;False;2020-01-20T00:02:00.958329
61;G#4;quarter note;203;True;2020-01-20T00:02:01.458329
61;C5;quarter note;203;True;2020-01-20T00:02:01.458329
62;Pause;quarter note;204;False;2020-01-20T00:02:01.958329
62;G#4;quarter note;205;True;2020-01-20T00:02:02.458329
62;C5;quarter note;205;True;2020-01-20T00:02:02.458329
62;A#4;quarter note;206;True;2020-01-20T00:02:02.958329
62;D5;quarter note;206;True;2020-01-20T00:02:02.958329
62;Pause;quarter note;207;False;2020-01-20T00:02:03.458329
63;G4;quarter note;208;True;2020-01-20T00:02:03.958329
63;E5;quarter note;208;True;2020-01-20T00:02:03.958329
63;E4;quarter note;209;True;2020-01-20T00:02:04.458329
63;C5;quarter note;209;True;2020-01-20T00:02:04.458329
63;Pause;quarter note;210;False;2020-01-20T00:02:04.958329
63;E4;quarter note;211;True;2020-01-20T00:02:05.458329
63;A4;quarter note;211;True;2020-01-20T00:02:05.458329
64;C4;quarter note;212;True;2020-01-20T00:02:05.958329
64;G4;quarter note;212;True;2020-01-20T00:02:05.958329
64;Pause;dotted half note;213;False;2020-01-20T00:02:07.458329
65;F#4;quarter note;214;True;2020-01-20T00:02:07.958329
65;E5;quarter note;214;True;2020-01-20T00:02:07.958329
65;F#4;quarter note;215;True;2020-01-20T00:02:08.458329
65;E5;quarter note;215;True;2020-01-20T00:02:08.458329
65;Pause;quarter note;216;False;2020-01-20T00:02:08.958329
65;F#4;quarter note;217;True;2020-01-20T00:02:09.458329
65;E5;quarter note;217;True;2020-01-20T00:02:09.458329
66;Pause;quarter note;218;False;2020-01-20T00:02:09.958329
66;F#4;quarter note;219;True;2020-01-20T00:02:10.458329
66;C5;quarter note;219;True;2020-01-20T00:02:10.458329
66;F#4;quarter note;220;True;2020-01-20T00:02:10.958329
66;E5;quarter note;220;True;2020-01-20T00:02:10.958329
66;Pause;quarter note;221;False;2020-01-20T00:02:11.458329
67;G4;quarter note;222;True;2020-01-20T00:02:11.958329
67;B4;quarter note;222;True;2020-01-20T00:02:11.958329
67;G5;quarter note;222;True;2020-01-20T00:02:11.958329
67;Pause;dotted half note;223;False;2020-01-20T00:02:13.458329
68;G4;quarter note;224;False;2020-01-20T00:02:13.958329
68;Pause;dotted half note;225;False;2020-01-20T00:02:15.458329
69;E4;quarter note;226;True;2020-01-20T00:02:15.958329
69;C5;quarter note;226;True;2020-01-20T00:02:15.958329
69;Pause;half note;227;False;2020-01-20T00:02:16.958329
69;C4;quarter note;228;True;2020-01-20T00:02:17.458329
69;G4;quarter note;228;True;2020-01-20T00:02:17.458329
70;Pause;half note;229;False;2020-01-20T00:02:18.458329
70;G3;quarter note;230;True;2020-01-20T00:02:18.958329
70;E4;quarter note;230;True;2020-01-20T00:02:18.958329
70;Pause;half note;231;False;2020-01-20T00:02:19.958329
71;C4;quarter note;232;True;2020-01-20T00:02:20.458329
71;A4;quarter note;232;True;2020-01-20T00:02:20.458329
71;Pause;quarter note;233;False;2020-01-20T00:02:20.958329
71;D4;quarter note;234;True;2020-01-20T00:02:21.458329
71;B4;quarter note;234;True;2020-01-20T00:02:21.458329
72;Pause;quarter note;235;False;2020-01-20T00:02:21.958329
72;C#4;quarter note;236;True;2020-01-20T00:02:22.458329
72;A#4;quarter note;236;True;2020-01-20T00:02:22.458329
72;C4;quarter note;237;True;2020-01-20T00:02:22.958329
72;A4;quarter note;237;True;2020-01-20T00:02:22.958329
72;Pause;quarter note;238;False;2020-01-20T00:02:23.458329
73;C4;triplet half note;239;True;2020-01-20T00:02:23.791662
73;G4;triplet half note;239;True;2020-01-20T00:02:23.791662
73;Pause;triplet half note;240;False;2020-01-20T00:02:24.124995
73;G4;triplet half note;241;True;2020-01-20T00:02:24.458328
73;E5;triplet half note;241;True;2020-01-20T00:02:24.458328
73;Pause;triplet half note;242;False;2020-01-20T00:02:24.791661
73;B4;triplet half note;243;True;2020-01-20T00:02:25.124994
73;G5;triplet half note;243;True;2020-01-20T00:02:25.124994
73;Pause;triplet half note;244;False;2020-01-20T00:02:25.458327
74;C5;quarter note;245;True;2020-01-20T00:02:25.958327
74;A5;quarter note;245;True;2020-01-20T00:02:25.958327
74;Pause;quarter note;246;False;2020-01-20T00:02:26.458327
74;A4;quarter note;247;True;2020-01-20T00:02:26.958327
74;F5;quarter note;247;True;2020-01-20T00:02:26.958327
74;B4;quarter note;248;True;2020-01-20T00:02:27.458327
74;G5;quarter note;248;True;2020-01-20T00:02:27.458327
75;Pause;quarter note;249;False;2020-01-20T00:02:27.958327
75;A4;quarter note;250;True;2020-01-20T00:02:28.458327
75;E5;quarter note;250;True;2020-01-20T00:02:28.458327
75;Pause;quarter note;251;False;2020-01-20T00:02:28.958327
75;E4;quarter note;252;True;2020-01-20T00:02:29.458327
75;C5;quarter note;252;True;2020-01-20T00:02:29.458327
76;F4;quarter note;253;True;2020-01-20T00:02:29.958327
76;D5;quarter note;253;True;2020-01-20T00:02:29.958327
76;D4;quarter note;254;True;2020-01-20T00:02:30.458327
76;B4;quarter note;254;True;2020-01-20T00:02:30.458327
76;Pause;half note;255;False;2020-01-20T00:02:31.458327
77;E4;quarter note;256;True;2020-01-20T00:02:31.958327
